CAD_1279	 CAD_1247	 CAD_763	 CAD_1284	 CAD_730	 CAD_1419	 CAD_560	 CAD_1392	 CAD_1701	 CAD_1468	 CAD_1090	 CAD_1281	 CAD_1733	 CAD_240	 CAD_968	 CAD_945	 CAD_928	 CAD_1476	 CAD_270	 CAD_447	 CAD_1714	 CAD_437	 CAD_1288	 CAD_1474	 CAD_389	 CAD_989	 CAD_1785	 CAD_1390	 CAD_1976	 CAD_563	 CAD_2306	 CAD_221	 CAD_1213	 CAD_594	 CAD_1541	 CAD_1427	 CAD_2207	 CAD_1235	 CAD_1694	 CAD_1251	 CAD_2218	 CAD_121	 CAD_1211	 CAD_1473	 CAD_499	 CAD_982	 CAD_2196	 CAD_70	 CAD_10	 CAD_1984	 CAD_565	 CAD_916	 CAD_2149	 CAD_272	 CAD_2097	 CAD_2163	 CAD_1980	 CAD_853	 CAD_413	 CAD_2157	 CAD_18	 CAD_894	 CAD_691	 CAD_1897	 CAD_1543	 CAD_782	 CAD_742	 CAD_1647	 CAD_2101	 CAD_153	 CAD_2310	 CAD_1231	 CAD_1961	 CAD_933	 CAD_745	 CAD_2307	 CAD_886	 CAD_1574	 CAD_493	 CAD_2063	 CAD_1515	 CAD_1539	 CAD_1016	 CAD_1758	 CAD_187	 CAD_290	 CAD_2125	 CAD_1782	 CAD_1831	 CAD_2022	 CAD_257	 CAD_117	 CAD_1089	 CAD_144	 CAD_52	 CAD_1905	 CAD_34	 CAD_498	 CAD_1469	 CAD_304	 CAD_1628	 CAD_1129	 CAD_852	 CAD_402	 CAD_762	 CAD_2234	 CAD_1859	 CAD_1418	 CAD_366	 CAD_462	 CAD_472	 CAD_2219	 CAD_1598	 CAD_768	 CAD_1417	 CAD_262	 CAD_307	 CAD_13	 CAD_519	 CAD_513	 CAD_1595	 CAD_57	 CAD_633	 CAD_1958	 CAD_674	 CAD_2337	 CAD_1665	 CAD_233	 CAD_1581	 CAD_359	 CAD_1680	 CAD_450	 CAD_1214	 CAD_2136	 CAD_487	 CAD_296	 CAD_1139	 CAD_1205	 CAD_1094	 CAD_1662	 CAD_1442	 CAD_1593	 CAD_496	 CAD_1928	 CAD_1747	 CAD_1807	 CAD_520	 CAD_1331	 CAD_1405	 CAD_1103	 CAD_2274	 CAD_1512	 CAD_578	 CAD_1099	 CAD_1484	 CAD_1888	 CAD_675	 CAD_357	 CAD_1045	 CAD_1168	 CAD_1731	 CAD_207	 CAD_1953	 CAD_1408	 CAD_2284	 CAD_2079	 CAD_1157	 CAD_1140	 CAD_2075	 CAD_1122	 CAD_1507	 CAD_929	 CAD_43	 CAD_1340	 CAD_549	 CAD_235	 CAD_82	 CAD_952	 CAD_1929	 CAD_649	 CAD_688	 CAD_2160	 CAD_1164	 CAD_1752	 CAD_1262	 CAD_1950	 CAD_322	 CAD_143	 CAD_1406	 CAD_1633	 CAD_53	 CAD_1766	 CAD_943	 CAD_830	 CAD_1031	 CAD_2001	 CAD_488	 CAD_1882	 CAD_2158	 CAD_434	 CAD_22	 CAD_1901	 CAD_132	 CAD_1503	 CAD_295	 CAD_747	 CAD_586	 CAD_1098	 CAD_379	 CAD_669	 CAD_796	 CAD_514	 CAD_1743	 CAD_1040	 CAD_192	 CAD_531	 CAD_191
4.1057	 2911300	 2206600	 2757600	 2686900	 3404000	 1579400	 2083800	 3090000	 3085300	 2154700	 2867900	 2931400	 3210100	 2479600	 2253400	 2470600	 2291000	 2326700	 2949300	 1695200	 1835300	 1906000	 4209900	 3377100	 3642800	 4924400	 2709600	 6860900	 3144800	 3526600	 2197200	 2282600	 3418400	 3388700	 3088100	 2545300	 2756000	 3051900	 3473000	 3064700	 4053000	 3615100	 2154500	 2892600	 2619900	 2985500	 3254200	 2622400	 4082800	 2796700	 3201800	 3322700	 3812100	 3510700	 2915900	 2514200	 3098200	 2139500	 2059800	 1337500	 3597600	 2215900	 3201600	 3609500	 2732300	 4527000	 2192900	 2727500	 4007800	 4817700	 3479600	 3075000	 3478400	 3941200	 3814200	 2884000	 3488000	 3077500	 2707200	 2566600	 2461900	 3827200	 2720100	 2429600	 2183000	 1811600	 3122300	 3844900	 3757700	 4002800	 3426100	 2856000	 3259900	 3386100	 2071000	 2630000	 2927000	 4116300	 2168600	 3237400	 4450300	 3862300	 2673900	 2247400	 3545400	 3134700	 2661600	 5003700	 3557300	 3240600	 3170700	 2162000	 2320800	 2507200	 3366100	 3072800	 2209300	 2756200	 2983200	 2670500	 3385300	 1788900	 1959500	 2800500	 3433200	 3164200	 2454900	 4137200	 2749000	 2455100	 3092500	 2051700	 3246200	 4151400	 2376600	 2256300	 4084700	 2553800	 2957400	 2260100	 2898600	 2341800	 3196900	 3089100	 3086800	 6367100	 3858700	 2798100	 2670900	 3619600	 3464200	 3722400	 3354800	 2398800	 5643700	 5903900	 4691500	 3729800	 1990200	 3258900	 2613000	 3763100	 4149300	 2776200	 4143700	 3297600	 4066100	 3183200	 3236200	 4303800	 2881600	 2029500	 3572500	 2431600	 3647800	 2982500	 5013000	 3554200	 2048100	 3184400	 2881200	 1986300	 4103400	 4171400	 3772600	 6265000	 4106700	 3168600	 2899300	 3630000	 3827500	 3188800	 4644700	 3941400	 5455000	 4517100	 3474400	 4259600	 2925400	 3351000	 3469900	 3307900	 4002700	 3545100	 4615300	 4361500	 3124000	 2825200	 3321900	 3743800	 2445400	 3288600	 4302800	 4884200	 2708100	 2909900	 1938900
4.1062	 3192200	 2323300	 2912800	 2824600	 3500700	 1679700	 2217800	 3288300	 3101300	 2249000	 3066900	 3174100	 3451800	 2628800	 2468400	 2604200	 2382200	 2478800	 3194400	 1826600	 1920200	 2058100	 3836300	 3274800	 3641700	 5192100	 2386300	 6747900	 3192600	 3439400	 2032500	 2121200	 3222400	 3152600	 2962600	 2352500	 2792900	 2839100	 3398200	 3176800	 3938900	 3498300	 2186000	 2924200	 2572300	 2939400	 3230600	 2562400	 3950700	 2786600	 3167500	 3301100	 3756200	 3490300	 2928000	 2491900	 2963900	 2151000	 2011100	 1337900	 3607700	 2220300	 3343800	 3488700	 2497100	 4338600	 2281900	 2543200	 3765500	 4656200	 3373800	 3062500	 3211400	 3686400	 3536600	 2730100	 3426500	 3039100	 2668800	 2524200	 2417700	 3341700	 2594900	 2272400	 2106200	 1823000	 3004300	 3681300	 3685600	 3878200	 3322000	 2711900	 3122800	 3289500	 1978100	 2528500	 2736100	 3813800	 2179200	 3201200	 4202700	 3625200	 2504000	 2268500	 3281100	 2928200	 2578000	 4816400	 3248000	 3215100	 3208400	 2157000	 2319500	 2405900	 3232300	 3156300	 2248200	 2700500	 2811400	 2632800	 3095900	 1642100	 2036400	 2696700	 3169100	 3036100	 2365100	 3832900	 2732900	 2295100	 2714100	 2083800	 3029100	 4027800	 2217300	 2115500	 3528900	 2345400	 2729200	 2161400	 2595000	 2348400	 3317200	 3180800	 2922500	 6009900	 3564800	 2955000	 2527400	 3262300	 3076500	 3441300	 3355000	 2269600	 5653400	 5583100	 4309400	 3466900	 2034800	 3085000	 2681200	 3460100	 3830600	 2626600	 4217200	 3147100	 3871800	 3115900	 3063100	 3967000	 2776300	 2119800	 3710500	 2343000	 3495700	 2776000	 4729700	 3279600	 2111000	 2947800	 2762200	 1905300	 3899600	 3910000	 3478200	 6024100	 3740600	 2977500	 2736800	 4025200	 3535100	 2988100	 4422100	 3790000	 5195400	 4182800	 3439300	 4218100	 2736100	 3170500	 3232400	 3255200	 3988300	 3341300	 4543600	 3960700	 3283900	 2660100	 3201000	 3346600	 2480100	 3049600	 4063800	 4716700	 2768400	 3258500	 1850400
4.1067	 3345900	 2430000	 2960700	 2898600	 3608400	 1685600	 2331500	 3302000	 2962400	 2262500	 3142300	 3238700	 3515500	 2679800	 2595400	 2631500	 2378500	 2511000	 3418800	 1906800	 1876600	 2058600	 3332800	 3046500	 3491900	 5113500	 2127600	 6198500	 3070800	 3213200	 1872400	 1963400	 2955600	 2855700	 2758600	 2223300	 2608300	 2612800	 3090200	 3152700	 3710900	 3210200	 2165600	 2873700	 2443700	 2811200	 3102400	 2452400	 3678800	 2757500	 3159000	 3239700	 3710400	 3454500	 2926900	 2466100	 2720200	 2137700	 1948400	 1331500	 3574600	 2206900	 3380000	 3291600	 2297300	 4108400	 2286200	 2343900	 3498100	 4365300	 3112600	 3023100	 2889900	 3420600	 3248900	 2422800	 3315200	 2997900	 2641800	 2431700	 2343600	 2902200	 2448100	 2088100	 1994800	 1756300	 2861000	 3453800	 3414700	 3577200	 3124000	 2510500	 2991800	 3043600	 1858700	 2411100	 2511700	 3456000	 2082200	 3020300	 3824100	 3384400	 2352200	 2171000	 3062000	 2714200	 2443600	 4493800	 2934100	 3093800	 3032600	 2029500	 2210600	 2318500	 3034200	 2940400	 2181500	 2453600	 2532700	 2519200	 2876300	 1539300	 2000500	 2508500	 2973700	 2842600	 2177400	 3512800	 2556900	 2144600	 2415200	 2002000	 2729400	 3708200	 2039300	 1988100	 3139100	 2196000	 2477500	 2051300	 2301000	 2359900	 3282000	 3045800	 2817200	 5406100	 3345900	 2948300	 2374200	 2986100	 2783800	 3234100	 3125900	 2134600	 5412000	 5315100	 3961200	 3236200	 2001100	 2893300	 2582800	 3137000	 3329200	 2467600	 3757700	 3007600	 3590300	 3076700	 2864400	 3695000	 2560600	 2084000	 3629600	 2285700	 3170400	 2588600	 4385900	 2986700	 2027500	 2765100	 2622700	 1851600	 3636500	 3690000	 3260100	 5579200	 3421800	 2833900	 2516200	 4186200	 3311400	 2737300	 4148800	 3470700	 4883000	 3793200	 3247900	 4007500	 2510800	 2983200	 3020100	 3065100	 3757700	 3131800	 4328300	 3604300	 3145900	 2518800	 3029800	 3012200	 2372400	 2847300	 3768100	 4404800	 2700200	 3563600	 1707000
4.1073	 3248100	 2467400	 2853300	 2864200	 3632000	 1579600	 2348300	 3103300	 2743900	 2174700	 3051300	 3082000	 3330200	 2580900	 2548800	 2517800	 2274100	 2395600	 3495900	 1868200	 1719500	 1849000	 2913000	 2814600	 3297700	 4738100	 1949200	 5641100	 2863900	 2978500	 1753100	 1849800	 2724200	 2608800	 2571800	 2135100	 2309100	 2435700	 2719600	 3011000	 3486900	 2909800	 2101500	 2769700	 2281000	 2652000	 2920200	 2323300	 3430800	 2718800	 3166400	 3149400	 3668900	 3416300	 2909800	 2435800	 2476400	 2101800	 1876500	 1318300	 3512900	 2180500	 3310500	 3099600	 2138800	 3881300	 2221100	 2168300	 3262600	 4048900	 2813700	 2947500	 2607500	 3193300	 2999300	 2103600	 3170500	 2969900	 2615600	 2307200	 2248500	 2545800	 2314400	 1926100	 1877500	 1654500	 2718200	 3235400	 3073600	 3253700	 2921200	 2321000	 2880800	 2779100	 1747500	 2319100	 2304700	 3146200	 1943900	 2786900	 3471900	 3186000	 2243400	 2023400	 2907500	 2548000	 2313500	 4180400	 2708100	 2935300	 2766500	 1856000	 2069400	 2252400	 2852600	 2594700	 2059200	 2188400	 2282400	 2404100	 2724500	 1466700	 1870700	 2324800	 2838500	 2673300	 1987500	 3260800	 2334100	 2035300	 2209800	 1866100	 2470600	 3373100	 1909600	 1889700	 2881800	 2089600	 2281500	 1963600	 2080300	 2378800	 3133700	 2750500	 2752200	 4825100	 3179800	 2764000	 2257700	 2790100	 2581700	 3089900	 2848900	 2036100	 5069300	 5124400	 3702100	 3067200	 1899700	 2737400	 2411800	 2875800	 2871300	 2332700	 3071700	 2898500	 3328400	 3062900	 2684600	 3501300	 2336900	 1947900	 3416200	 2249200	 2836700	 2447600	 4066000	 2749800	 1838700	 2642000	 2503900	 1807300	 3426100	 3533900	 3104900	 5157100	 3181300	 2730300	 2328200	 3975500	 3157300	 2528600	 3923100	 3146800	 4621000	 3473500	 3027200	 3757700	 2322600	 2829500	 2873900	 2852100	 3476800	 2958800	 4093300	 3348500	 2756600	 2407500	 2871600	 2783500	 2205200	 2715900	 3527000	 4116200	 2521100	 3642900	 1583300
4.1079	 2948000	 2388100	 2668900	 2730100	 3511200	 1414400	 2262000	 2817300	 2552500	 2053800	 2837600	 2816800	 3018800	 2406700	 2327600	 2341100	 2138300	 2209700	 3361500	 1723800	 1543900	 1541400	 2624800	 2638700	 3125200	 4308900	 1827900	 5206100	 2669300	 2792000	 1673700	 1774000	 2559700	 2434100	 2436400	 2072300	 2041900	 2319900	 2425100	 2823000	 3314100	 2674900	 2020800	 2634400	 2126100	 2493400	 2740000	 2206200	 3250400	 2706000	 3157400	 3066000	 3634900	 3394800	 2875700	 2403800	 2288100	 2050100	 1796100	 1297100	 3435500	 2146300	 3155700	 2935900	 2024300	 3676300	 2132200	 2035100	 3072200	 3773200	 2562500	 2846600	 2394700	 3023000	 2807300	 1842500	 3021900	 2961600	 2557100	 2187900	 2151900	 2293000	 2207600	 1804000	 1788300	 1557100	 2594600	 3064100	 2752800	 2980500	 2749300	 2176800	 2800200	 2555100	 1663300	 2258400	 2135700	 2911700	 1806600	 2576200	 3204800	 3045000	 2176600	 1887800	 2812100	 2441300	 2213500	 3939300	 2559700	 2802400	 2540200	 1706200	 1950200	 2208300	 2716400	 2289100	 1943300	 1988900	 2102000	 2313000	 2626700	 1425900	 1738900	 2188600	 2748300	 2554900	 1838100	 3086100	 2150100	 1963100	 2066400	 1748800	 2273400	 3111300	 1840000	 1817800	 2714000	 2026600	 2151100	 1904000	 1934200	 2394500	 2978000	 2450000	 2723000	 4377000	 3062900	 2531600	 2170300	 2650100	 2449900	 2980400	 2620500	 1976700	 4765700	 4996400	 3524100	 2946800	 1783200	 2623300	 2256300	 2691800	 2538500	 2235700	 2478900	 2821500	 3133500	 3063000	 2553900	 3365500	 2160500	 1799000	 3190900	 2226700	 2575000	 2351300	 3805000	 2583500	 1653000	 2556900	 2423500	 1771900	 3285200	 3425400	 2997300	 4853500	 3013900	 2662200	 2204200	 3576900	 3057200	 2385900	 3757100	 2903200	 4428400	 3236100	 2845300	 3561600	 2196200	 2718100	 2771200	 2680700	 3255200	 2824400	 3911700	 3170100	 2347600	 2325100	 2755900	 2627600	 2057200	 2627900	 3363600	 3907100	 2339400	 3398900	 1507000
4.1084	 2639800	 2232600	 2512700	 2566200	 3319000	 1264000	 2152200	 2579100	 2416600	 1950500	 2622800	 2582300	 2747900	 2255500	 2055700	 2185600	 2025700	 2043500	 3102500	 1573300	 1415500	 1296900	 2434500	 2518300	 3002300	 3968800	 1744000	 4867600	 2526600	 2662300	 1622900	 1727300	 2446500	 2317900	 2346800	 2036300	 1856400	 2246300	 2228900	 2653600	 3191800	 2512000	 1953200	 2488900	 2011100	 2364700	 2600500	 2123000	 3122500	 2735400	 3126800	 3014900	 3598600	 3393100	 2832700	 2379600	 2157500	 1987900	 1724800	 1270100	 3348600	 2115700	 2963400	 2810700	 1953800	 3506800	 2046100	 1947400	 2933300	 3560300	 2369800	 2732900	 2252200	 2902800	 2675600	 1652400	 2877800	 2952800	 2458300	 2085600	 2075100	 2144300	 2123500	 1716400	 1732300	 1471900	 2499700	 2941700	 2498400	 2775600	 2612000	 2080600	 2741000	 2385500	 1610600	 2219600	 2017900	 2742400	 1687900	 2412200	 3018100	 2946600	 2133000	 1785000	 2749400	 2376300	 2143900	 3770000	 2460100	 2707600	 2385800	 1606700	 1864500	 2184500	 2624200	 2072700	 1858000	 1847200	 1983400	 2254000	 2562700	 1408100	 1640800	 2092700	 2690900	 2480100	 1730900	 2972400	 2014300	 1911100	 1967900	 1665900	 2130400	 2929700	 1805800	 1776100	 2603400	 1992700	 2066400	 1860400	 1834700	 2410700	 2858900	 2223000	 2719500	 4057400	 2987700	 2332400	 2112100	 2559400	 2369200	 2905200	 2462700	 1942000	 4544900	 4909200	 3407200	 2861500	 1691200	 2538600	 2135600	 2578400	 2319700	 2171300	 2074500	 2767900	 2998800	 3072100	 2466900	 3270900	 2038200	 1689900	 3008200	 2214700	 2392000	 2287100	 3604600	 2472100	 1525100	 2508100	 2368500	 1759000	 3188300	 3349900	 2934900	 4659800	 2900000	 2627200	 2130800	 3215900	 2996800	 2300000	 3645500	 2738700	 4296900	 3073400	 2713200	 3419200	 2111800	 2642700	 2705800	 2563000	 3092100	 2732600	 3780800	 3040800	 2043200	 2274500	 2676400	 2519300	 1948900	 2561300	 3249700	 3769900	 2201900	 2993700	 1459900
4.109	 2411700	 2092000	 2403300	 2436300	 3148200	 1155000	 2059900	 2400300	 2318600	 1875900	 2455900	 2411000	 2551200	 2143400	 1854600	 2076400	 1949000	 1929500	 2877700	 1464700	 1333400	 1141800	 2314600	 2447600	 2928800	 3734700	 1688200	 4606900	 2427900	 2573900	 1585400	 1691700	 2363500	 2247300	 2284500	 2021800	 1731100	 2196900	 2103000	 2526600	 3113400	 2413000	 1905700	 2359700	 1942300	 2270800	 2501300	 2073000	 3037500	 2810400	 3095800	 3001200	 3566700	 3409200	 2792100	 2361400	 2070500	 1923400	 1675400	 1242400	 3251600	 2090800	 2770800	 2721000	 1912200	 3382400	 1967300	 1889300	 2840800	 3411100	 2229700	 2628400	 2163600	 2823900	 2600600	 1522100	 2755000	 2924200	 2339100	 2002500	 2028600	 2082100	 2067600	 1657300	 1692200	 1405500	 2435000	 2862200	 2319300	 2633800	 2507800	 2023700	 2696400	 2270200	 1577200	 2188200	 1945900	 2627300	 1593800	 2301200	 2886100	 2873900	 2101700	 1715600	 2705100	 2333900	 2102200	 3645900	 2402800	 2642900	 2280300	 1548300	 1799100	 2174000	 2560100	 1927000	 1799500	 1751300	 1902400	 2215400	 2521100	 1404300	 1572700	 2020200	 2655000	 2436000	 1660900	 2907000	 1922500	 1877000	 1908900	 1606700	 2042800	 2815700	 1788500	 1760700	 2539400	 1975300	 2009800	 1830600	 1763600	 2440500	 2773600	 2069200	 2730000	 3837900	 2940500	 2193100	 2081000	 2512100	 2320600	 2861000	 2361400	 1916100	 4387900	 4834300	 3325000	 2813700	 1629700	 2486900	 2045500	 2514200	 2182400	 2129300	 1814000	 2730700	 2911600	 3090400	 2410200	 3208900	 1955300	 1627100	 2869600	 2212800	 2269700	 2247700	 3458100	 2401000	 1451100	 2493300	 2326400	 1755400	 3118700	 3302300	 2899600	 4536100	 2827000	 2619600	 2081900	 2959300	 2963000	 2242800	 3574800	 2627700	 4205300	 2967000	 2630000	 3318200	 2052700	 2593300	 2664400	 2484300	 2980500	 2674700	 3692900	 2951300	 1851300	 2250000	 2633600	 2455200	 1872300	 2517300	 3173600	 3671900	 2108400	 2646300	 1427200
4.1095	 2249200	 2005800	 2325700	 2341300	 3024800	 1081200	 1992600	 2254600	 2248400	 1820100	 2335000	 2291600	 2406500	 2057700	 1723000	 1998400	 1894200	 1860100	 2724800	 1390500	 1279700	 1046100	 2250200	 2403100	 2876300	 3586000	 1653300	 4414600	 2357600	 2508100	 1572300	 1670100	 2302200	 2210500	 2236600	 2018300	 1650200	 2169200	 2019900	 2433600	 3066200	 2359000	 1873500	 2257400	 1900100	 2209000	 2428700	 2044100	 2981700	 2914300	 3081200	 3027800	 3542500	 3440700	 2764100	 2341100	 2015400	 1858700	 1651700	 1222300	 3156700	 2063900	 2594000	 2664000	 1893400	 3300800	 1904900	 1855100	 2783700	 3318000	 2146000	 2549100	 2110300	 2785900	 2567100	 1439700	 2667000	 2883800	 2226800	 1943700	 1999400	 2088500	 2039500	 1630500	 1663900	 1374300	 2391600	 2814800	 2198600	 2537200	 2441300	 1996500	 2672900	 2202100	 1554300	 2160000	 1904600	 2552400	 1525300	 2224500	 2793400	 2820800	 2083300	 1677400	 2683000	 2315400	 2083100	 3560900	 2376800	 2601000	 2207800	 1512300	 1759400	 2168000	 2511800	 1830200	 1764000	 1686400	 1854500	 2189700	 2504500	 1414100	 1528800	 1968300	 2638300	 2414300	 1625300	 2866200	 1867900	 1862100	 1875800	 1570700	 1988100	 2745400	 1778500	 1749100	 2514800	 1973700	 1972300	 1815800	 1725800	 2478200	 2720800	 1962000	 2745200	 3693300	 2917900	 2102400	 2067200	 2490100	 2293300	 2839200	 2293500	 1900700	 4276200	 4756100	 3269600	 2799400	 1590600	 2471800	 1984500	 2470400	 2097600	 2105200	 1650400	 2695400	 2864100	 3118400	 2369900	 3173000	 1902700	 1584600	 2769300	 2216700	 2188400	 2222700	 3355100	 2365400	 1404600	 2507500	 2292900	 1752600	 3076300	 3278900	 2885000	 4447000	 2784400	 2623000	 2046200	 2785000	 2943100	 2206900	 3532400	 2552200	 4138900	 2903600	 2583100	 3249300	 2020400	 2574200	 2635000	 2431200	 2909500	 2644800	 3636500	 2901600	 1734400	 2234900	 2609700	 2420600	 1813900	 2497400	 3131000	 3605600	 2049500	 2424100	 1408300
4.1101	 2130400	 1960500	 2272700	 2268200	 2939200	 1035900	 1944500	 2140200	 2210800	 1782300	 2255300	 2206200	 2309800	 1998200	 1628600	 1948300	 1853600	 1814600	 2626900	 1344000	 1243500	 983690	 2216900	 2362700	 2842600	 3500800	 1635700	 4280800	 2308000	 2467500	 1576200	 1663700	 2267200	 2190000	 2210000	 2018400	 1601700	 2162700	 1966200	 2376300	 3037000	 2336800	 1848000	 2179900	 1874400	 2173500	 2376800	 2023600	 2941600	 2999600	 3088000	 3084300	 3521000	 3475900	 2737200	 2320600	 1972500	 1802500	 1644700	 1207400	 3079100	 2047200	 2451000	 2620600	 1904900	 3256300	 1871200	 1841200	 2752200	 3262700	 2106700	 2500100	 2087000	 2777100	 2556300	 1403200	 2608600	 2830800	 2139600	 1915800	 1984200	 2148800	 2024100	 1628100	 1648100	 1360900	 2365300	 2785700	 2130800	 2477300	 2401700	 1982100	 2670700	 2168900	 1545500	 2145000	 1884800	 2508900	 1476200	 2176400	 2732100	 2790500	 2077100	 1660500	 2677000	 2312800	 2065800	 3513700	 2370800	 2568200	 2163900	 1488900	 1742900	 2167700	 2482600	 1774600	 1742200	 1641500	 1830500	 2175700	 2512100	 1426600	 1496800	 1936300	 2635000	 2402600	 1607400	 2839600	 1830500	 1863500	 1861000	 1548900	 1953900	 2691700	 1779000	 1739500	 2515300	 1983000	 1949800	 1817900	 1715700	 2521500	 2681900	 1892200	 2754700	 3604200	 2917300	 2037900	 2057300	 2486900	 2286100	 2847400	 2243500	 1902700	 4200400	 4678100	 3243700	 2798900	 1573500	 2468200	 1946000	 2447100	 2043200	 2092300	 1551900	 2663500	 2834200	 3152900	 2341700	 3160400	 1875500	 1548000	 2707100	 2226900	 2138400	 2208100	 3292100	 2350200	 1377000	 2523600	 2278600	 1758100	 3052800	 3277500	 2888200	 4358500	 2774700	 2629300	 2024200	 2669900	 2939900	 2187800	 3504800	 2507700	 4099900	 2865500	 2551400	 3200100	 2005200	 2572500	 2621300	 2401100	 2867500	 2628500	 3601800	 2878400	 1657600	 2232600	 2587800	 2400000	 1772900	 2489700	 3109100	 3562000	 2012700	 2284200	 1406800
4.1106	 2045100	 1928600	 2233900	 2215400	 2873300	 1014400	 1903800	 2061100	 2199500	 1758300	 2209400	 2144900	 2241900	 1964300	 1563600	 1916300	 1831000	 1779900	 2563800	 1317200	 1226100	 951410	 2201300	 2335900	 2828100	 3452500	 1636100	 4206300	 2278100	 2444100	 1580700	 1669300	 2254600	 2180000	 2201500	 2034300	 1569300	 2175100	 1936000	 2348900	 3013900	 2342800	 1831400	 2128400	 1856900	 2161500	 2344500	 2013100	 2915100	 3035100	 3116800	 3142500	 3497600	 3514700	 2717100	 2307400	 1940000	 1762800	 1637300	 1192200	 3016000	 2047300	 2349000	 2589100	 1941400	 3240200	 1856100	 1850100	 2744300	 3239400	 2087800	 2469700	 2086800	 2783700	 2566000	 1399100	 2577600	 2764100	 2074400	 1908500	 1989100	 2242600	 2022800	 1647900	 1644600	 1348800	 2350200	 2768400	 2097900	 2446600	 2383200	 1972200	 2677000	 2158100	 1548500	 2147500	 1881700	 2486600	 1451100	 2155300	 2704400	 2777800	 2086600	 1655200	 2680300	 2325900	 2055500	 3491100	 2385400	 2550200	 2143200	 1480200	 1740500	 2174000	 2472000	 1745800	 1731900	 1615200	 1824900	 2172800	 2526700	 1434200	 1483600	 1917900	 2639500	 2398000	 1594800	 2841500	 1810100	 1875300	 1856000	 1541600	 1943400	 2651300	 1790000	 1737000	 2530900	 2004400	 1944900	 1824100	 1726900	 2566400	 2652300	 1849700	 2759900	 3555700	 2933900	 2003900	 2055300	 2495900	 2287700	 2867200	 2211200	 1918300	 4143200	 4605200	 3235300	 2803800	 1571900	 2463100	 1923400	 2443000	 2011400	 2096500	 1488600	 2635500	 2814900	 3181000	 2310100	 3163400	 1866300	 1526700	 2667700	 2233500	 2111900	 2209300	 3264700	 2336200	 1368300	 2536200	 2281300	 1764300	 3043800	 3302400	 2906100	 4257400	 2791900	 2644800	 2021200	 2602100	 2956000	 2183400	 3495400	 2488000	 4092200	 2843500	 2532600	 3182500	 2001600	 2575500	 2628200	 2389600	 2842400	 2620300	 3583600	 2870100	 1605500	 2242100	 2574600	 2392500	 1751900	 2487700	 3098500	 3544500	 1988600	 2205100	 1409900
4.1112	 1985100	 1907500	 2207100	 2179900	 2812800	 1009900	 1876400	 2010500	 2197200	 1743800	 2181900	 2110400	 2199600	 1953400	 1522000	 1890100	 1813700	 1751600	 2526000	 1304000	 1217900	 933800	 2200300	 2329400	 2824800	 3428600	 1647700	 4166200	 2260600	 2432700	 1588900	 1680700	 2252800	 2180800	 2201100	 2068100	 1556800	 2193900	 1921700	 2324500	 3000600	 2363000	 1824700	 2098900	 1850400	 2164800	 2328300	 2011800	 2907300	 3019600	 3151400	 3182900	 3473300	 3549200	 2694600	 2297700	 1928100	 1742800	 1617900	 1180800	 2966100	 2051400	 2284000	 2579700	 1980700	 3246400	 1855700	 1867800	 2758200	 3249600	 2080300	 2458700	 2104600	 2803900	 2597600	 1408300	 2576200	 2691500	 2026500	 1916800	 2002700	 2354400	 2039700	 1687900	 1648800	 1344200	 2347600	 2769800	 2078000	 2434300	 2384600	 1971800	 2680100	 2159300	 1555100	 2157600	 1888600	 2488300	 1440400	 2146300	 2702500	 2777300	 2099800	 1659600	 2699600	 2344900	 2062700	 3488600	 2415900	 2549500	 2137000	 1480700	 1745200	 2187700	 2472800	 1722800	 1726300	 1613700	 1841800	 2176700	 2544000	 1441500	 1480900	 1908800	 2661000	 2408000	 1595600	 2858800	 1809900	 1892500	 1864400	 1540300	 1949700	 2622700	 1807900	 1741900	 2568100	 2036700	 1954400	 1829000	 1750700	 2593000	 2633100	 1816000	 2764900	 3537700	 2953700	 1991000	 2069900	 2514300	 2299100	 2875700	 2205000	 1944600	 4087600	 4530500	 3235900	 2825400	 1570200	 2465300	 1917100	 2454500	 2003600	 2122600	 1457700	 2604800	 2811200	 3191700	 2269400	 3178900	 1864600	 1518400	 2640200	 2243900	 2106900	 2220800	 3257100	 2333100	 1369900	 2548500	 2288300	 1775100	 3041100	 3345000	 2937600	 4140300	 2822100	 2665600	 2032600	 2571600	 2974200	 2193800	 3497700	 2488600	 4108200	 2836600	 2522200	 3188900	 2002800	 2587000	 2650800	 2380000	 2829800	 2634900	 3578500	 2881600	 1569600	 2256900	 2579300	 2404700	 1743200	 2496900	 3102700	 3550000	 1973100	 2166400	 1419900
